parcel_id,property_address,assessed_value,owner_name,property_type,last_assessment_date
PAR000989,989 Main Street,1239000,Owner 989,Residential,2025-09-16T09:52:44.685800
PAR000990,990 Main Street,1240000,Owner 990,Residential,2025-09-16T09:52:44.685804
PAR000991,991 Main Street,1241000,Owner 991,Residential,2025-09-16T09:52:44.685808
PAR000992,992 Main Street,1242000,Owner 992,Residential,2025-09-16T09:52:44.685811
PAR000993,993 Main Street,1243000,Owner 993,Residential,2025-09-16T09:52:44.685821
PAR000994,994 Main Street,1244000,Owner 994,Residential,2025-09-16T09:52:44.685824
PAR000995,995 Main Street,1245000,Owner 995,Residential,2025-09-16T09:52:44.685828
PAR000996,996 Main Street,1246000,Owner 996,Residential,2025-09-16T09:52:44.685832
PAR000997,997 Main Street,1247000,Owner 997,Residential,2025-09-16T09:52:44.685848
PAR000998,998 Main Street,1248000,Owner 998,Residential,2025-09-16T09:52:44.685852
PAR000999,999 Main Street,1249000,Owner 999,Residential,2025-09-16T09:52:44.685856
